0.000000	0.869972	
30.000000	0.536544	
60.000000	1.365470	
90.000000	0.268192	
120.000000	0.554939	
150.000000	0.848749	
180.000000	0.787109	
210.000000	1.093372	
240.000000	0.286250	
270.000000	0.407995	
300.000000	1.707071	
330.000000	0.203104	
360.000000	0.523291	
390.000000	0.664145	
420.000000	0.650675	
450.000000	1.111954	
480.000000	0.189656	
510.000000	0.394122	
540.000000	1.549351	
570.000000	0.131088	
600.000000	0.392058	
630.000000	0.517155	
660.000000	0.547962	
690.000000	1.191070	
720.000000	0.140368	
750.000000	0.317836	
780.000000	1.399504	
810.000000	0.095665	
840.000000	0.357325	
870.000000	0.427240	
900.000000	0.470065	
930.000000	1.146126	
960.000000	0.120504	
990.000000	0.224630	
1020.000000	1.259033	
1050.000000	0.069647	
1080.000000	0.322434	
1110.000000	0.364730	
1140.000000	0.417247	
1170.000000	0.981417	
1200.000000	0.099293	
1230.000000	0.152210	
1260.000000	1.107158	
1290.000000	0.051492	
1320.000000	0.269895	
1350.000000	0.309135	
1380.000000	0.299332	
1410.000000	0.647849	
1440.000000	0.099171	
1470.000000	0.086688	
1500.000000	0.977461	
1530.000000	0.033187	
1560.000000	0.231261	
1590.000000	0.253627	
1620.000000	0.214718	
1650.000000	0.450074	
1680.000000	0.097209	
1710.000000	0.057020	
1740.000000	0.812913	
1770.000000	0.022144	
1800.000000	0.198809	
1830.000000	0.217614	
1860.000000	0.134922	
1890.000000	0.349879	
1920.000000	0.081434	
1950.000000	0.039858	
1980.000000	0.645693	
2010.000000	0.015874	
2040.000000	0.182430	
2070.000000	0.200767	
2100.000000	0.101091	
2130.000000	0.321409	
2160.000000	0.054476	
2190.000000	0.026630	
2220.000000	0.522865	
2250.000000	0.013480	
2280.000000	0.181309	
2310.000000	0.185505	
2340.000000	0.086347	
2370.000000	0.293647	
2400.000000	0.038774	
2430.000000	0.021342	
2460.000000	0.452411	
2490.000000	0.012988	
2520.000000	0.194557	
2550.000000	0.166884	
2580.000000	0.078572	
2610.000000	0.285264	
2640.000000	0.028663	
2670.000000	0.019366	
2700.000000	0.420125	
2730.000000	0.012907	
2760.000000	0.208806	
2790.000000	0.152175	
2820.000000	0.071035	
2850.000000	0.281082	
2880.000000	0.022420	
2910.000000	0.018797	
2940.000000	0.406752	
2970.000000	0.012749	
3000.000000	0.216954	
3030.000000	0.142063	
3060.000000	0.065769	
3090.000000	0.274335	
3120.000000	0.019788	
3150.000000	0.018823	
3180.000000	0.401149	
3210.000000	0.012538	
3240.000000	0.219236	
3270.000000	0.136764	
3300.000000	0.062321	
3330.000000	0.266915	
3360.000000	0.018751	
3390.000000	0.018897	
3420.000000	0.398714	
3450.000000	0.012396	
3480.000000	0.219911	
3510.000000	0.134028	
3540.000000	0.060362	
3570.000000	0.262544	
3600.000000	0.018318	
3630.000000	0.018958	
3660.000000	0.397616	
3690.000000	0.012323	
3720.000000	0.220281	
3750.000000	0.132648	
3780.000000	0.059390	
3810.000000	0.260204	
3840.000000	0.018118	
3870.000000	0.018997	
3900.000000	0.397146	
3930.000000	0.012287	
3960.000000	0.220423	
3990.000000	0.131983	
4020.000000	0.058941	
4050.000000	0.259120	
4080.000000	0.018026	
4110.000000	0.019016	
4140.000000	0.396945	
4170.000000	0.012271	
4200.000000	0.220488	
4230.000000	0.131673	
4260.000000	0.058740	
4290.000000	0.258615	
4320.000000	0.017988	
4350.000000	0.019024	
4380.000000	0.396856	
4410.000000	0.012265	
4440.000000	0.220526	
4470.000000	0.131537	
4500.000000	0.058651	
4530.000000	0.258392	
4560.000000	0.017973	
4590.000000	0.019028	
4620.000000	0.396820	
4650.000000	0.012263	
4680.000000	0.220545	
4710.000000	0.131480	
4740.000000	0.058615	
4770.000000	0.258301	
