0.000000	2.328233	
3000.000000	0.985787	
6000.000000	0.052654	
9000.000000	0.475713	
12000.000000	0.017739	
15000.000000	0.004543	
18000.000000	0.059454	
21000.000000	0.047858	
24000.000000	0.000413	
27000.000000	0.002241	
30000.000000	0.000202	
33000.000000	0.130336	
36000.000000	0.005407	
39000.000000	0.007129	
42000.000000	0.000311	
45000.000000	0.000445	
48000.000000	0.009352	
51000.000000	0.007778	
54000.000000	0.000793	
57000.000000	0.003825	
60000.000000	0.051025	
63000.000000	0.028800	
66000.000000	0.002995	
69000.000000	0.024005	
72000.000000	0.276991	
75000.000000	0.000772	
78000.000000	0.119382	
81000.000000	0.017298	
84000.000000	0.000251	
87000.000000	0.001094	
90000.000000	0.000027	
93000.000000	0.029265	
96000.000000	0.004002	
99000.000000	0.000991	
102000.000000	0.000098	
105000.000000	0.000230	
108000.000000	0.008010	
111000.000000	0.004502	
114000.000000	0.000234	
117000.000000	0.000293	
